Item,Description,Cost,Price
6727309,"DECAL, LOGO RH",12.63,33.58
6727311,DECAL,10.99,32.839999999999996
6727313,FITTING,4.53,19.369999999999997
6727317,"EDGE, CUTTING BOLT-ON 88""",189.21,284.16
6727323,DECAL,3.42,9.41
6727324,DECAL,10.12,30.099999999999998
6727328,HARNESS,6.43,20.54
6727354,HYD TANK INLET,6.8,20.549999999999997
6727475,"CAP, OIL HYD",15.5,31.0
6727496,PIN,2.32,12.76
6727498,HORN HARNESS,47.91,135.34
6727525,"BUSHING, WELD-ON",46.29,121.09
6727528,"CABLE, POS",40.52,92.55000000000001
6727571,"88"" SNOW BUCKET..",960.56,1728.87
6727595,DECAL,1.77,8.57
6727638,TEE,11.4,36.42
6727647,TUBE,23.56,59.76
6727656,HOSE,50.29,130.73000000000002
6727657,HOSE,57.0,107.05
6727705,HOSE,53.59,100.64
6727739,ATTACHMENT CONTROL KIT,808.53,1052.65
6727742,H-FRAME,1379.04,2014.53
6727748,PIN,38.69,72.97999999999999
6727752,GASKET,2.21,4.37
6727753,GASKET,2.5,13.48
6727778,SIDE KIT FOR SNOW BUCKET,190.12,340.36
6727801,HYDRAULIC TUBELINE,55.61,120.67
6727803,"CABLE, BATTERY NEGATIVE",39.03,75.24000000000001
6727810,HOSE,18.52,59.239999999999995
6727832,"BUSHING, WELD-ON",33.14,86.68
6727847,HEATER VENT COVER,36.1,97.22
6727869,"SENDER,HYD TEMP",33.56,67.88
6727904---121,36'' UTILITY FORK,653.78,755.08
6727912,DECAL,5.82,14.1
6727913,DECAL,5.2,10.510000000000002
6727917,SAFETY TREAD,1.09,6.22
6727926,OPERATION DECAL,8.93,20.169999999999998
6727928,HARNESS AIR CONDITION VALVE,61.12,160.35
6727934,HARNESS 14 PIN GRADER,93.55,252.56
6727995,HORN KIT,131.58,210.73000000000002
6728010,WASHER,5.82,25.6
6728023,CLAMP,9.12,17.54
6728117,"32"" UTILITY GRAPPLE",0.0,1698.13
6728141,"HOSE, FUEL",26.69,67.45
6728149,"CAP, HYD NON VENTED",8.26,24.11
6728157,OIL COOLER,380.7,483.66999999999996
6728165,14 PIN KIT,145.08,229.17000000000002
6728166,HARNESS,115.12,224.98
6728247,"KIT, TOOTH BUCKET",12.6,30.810000000000002
6728251,"36"" UTILITY BUCKET",279.45,502.97
6728337,SPACER,9.93,31.729999999999997
6728459,"SENSOR, DOOR",17.9,43.65
6728473,"BOLT, SHOULDER",5.65,21.02
6728621,BRACKET,16.97,51.06
6728623,COUPLER ASSY,88.13,164.76999999999998
6728673,TANK HYDRAULIC,227.14,294.01
6728749,"HOSE, RADIATOR",18.72,59.8
6728787,HOSE,61.03,107.63
6728788,HOSE,58.57,110.0
6728800,"BUSHING, WELD-ON",62.58,116.66
6728819,PIN,44.23,108.04
6728820,PIN,45.0,102.25
6728964,HYD HOSE ASSEMBLY,91.72,154.23000000000002
6728971,"PIN, PIVOT TAPERED",38.63,108.17
6728991,RIM,218.95,353.83
6728999,"BUSHING,WELD-ON",70.06,130.01999999999998
6729007,"PIN, PIVOT",34.38,89.77000000000001
6729008,"CABLE, NEGATIVE",34.16,78.05
6729009,SEAL,5.97,28.11
6729010,SEAL,6.04,28.11
6729011,SEAL,5.37,18.33
6729012,INSULATION,8.08,30.06
6729013,INSULATION,49.75,104.11999999999999
6729029,BOBTACH,1040.61,1695.29
6729042,"EDGE, CUTTING BOLT-ON 36""",45.58,120.75
6729043,"EDGE, CUTTING BOLT-ON 44""",55.47,105.4
6729054,"HARNESS, AHC",97.14,272.37
6729055,"HARNESS,",961.09,1680.1000000000001
6729056,"HARNESS,  MFR",642.68,1059.4
6729077,DECAL,4.6,17.2
6729078,"DECAL, 2 SPEED",7.25,21.08
6729145,"HOSE, HYD ASSY",61.01,107.6
6729152,"HOSE, HYD ASSY",40.03,101.16999999999999
6729153,HOSE,63.27,111.59
6729154,HOSE,63.16,103.35
6729155,"HOSE, HYD ASSY",41.9,105.9
6729163,HOSE,45.03,100.07
6729202,HOSE,55.2,111.06
6729203,HOSE,38.64,78.12
6729268,DECAL,13.45,32.1
6729284,WINDOW,131.31,232.79
6729320,CLAMP,2.89,15.58
6729353,PIVOT BUSHING,56.74,111.9
6729358,"PIN, PIVOT TAPERED",36.81,117.61
6729368,"68"" CUTTING EDGE",110.56,243.17
6729369,"EDGE, CUTTING WELD-ON 74""",120.85,228.85
6729370,"EDGE, CUTTING WELD-ON 80""",129.74,251.6
6729371,"EDGE,CUTTING WELD-ON 80"" W/HOLES",156.36,286.47
6729372,"EDGE, CUTTING WELD-ON SIDE",147.66,495.3
6729405,"SPACER, AXLE",2.05,10.51
6729432,TUBELINE,65.85,147.37
6729467,"SPACER, COLLAR",1.75,9.31
6729474,MODEL DECAL,13.08,60.74
6729484,HOSE,64.37,122.31
6729491,PLUG,12.73,28.660000000000004
6729510,BOLT,1.81,5.22
6729527,LIFT ARM,3189.15,4796.630000000001
6729601,HOSE,39.81,96.66000000000001
6729604,HOSE,67.59,128.15
6729605,CLAMP,2.41,56.97
6729694,TEE,14.27,28.759999999999998
6729721,HOSE,121.98,192.89999999999998
6729730,"WINDOW, CAB REAR",58.37,146.66000000000003
6729746,HOSE,67.94,126.24999999999999
6729776,"WINDOW, DOOR CURVED CAB",98.58,199.03
6729780,TUBELINE,18.34,65.89
6729853,HOSE,0.9,6.15
6729854,HOSE,0.78,3.82
6729875,"GASKET, EXHAUST",3.9,15.45
6729888,PLATE,27.4,52.01
6729897,TIRE,149.99,266.30000000000007
6729898,TUBELINE,29.36,107.87
6729900,"TIRE, HEAVY DUTY 31X10X16.5, 10 PLY",140.59,253.04
6729901,"TIRE, HEAVY DUTY 33X12X16.5, 12 PLY",196.9,354.39
6729937,TUBELINE,43.15,94.12
6729939,LATCH PLATE,51.7,126.47
6729943,HARNESS 7/14 INPUT,116.15,330.56
6729956,"LEVER, PINTLE",17.84,43.5
6729990,"WHEEL, RIM 16.5X12X10.75",117.76,193.96000000000004
6729991,REAR DOOR,660.96,923.6600000000001
6730031,TUBELINE,34.38,96.28
6730106,"TIRE, SEVERE DUTY 31X10X16.5, 10 PLY",232.49,418.45
6730108,"TIRE, SEVERE DUTY 33X12X16.5, 12 PLY",277.19,498.9
6730109,"TIRE, SUPER FLOAT 33X15.5X16.5 12 PLY",314.99,565.48
6730123,"HARNESS, WIPER",42.21,81.07000000000001
6730143,TEE,35.61,92.97
6730228,COVER SEAL,2.31,7.26
6730229,SEAL COVER,1.21,6.16
6730263,PIVOT PIN,30.2,66.42
6730290,BOLT,1.63,10.73
6730292,"HARNESS, MFR",946.31,1577.1899999999998
6730297,"HARNESS, MFR",876.08,1545.8899999999999
6730323,"HOSE, HYD ASSY",48.52,133.73000000000002
6730702,"PIN, KEYED",29.11,76.66
6730726,HOSE,25.92,65.22
6730769,"HOSE, HYD ASSY",22.13,61.54
6730770,HARNESS,19.74,53.419999999999995
6730771,700 FLOAT RIM,137.29,226.57
6730772,800 FLOAT RIM,157.56,263.35
6730775,700 OFFSET RIM,149.68,246.15000000000003
6730783,COVER,27.88,52.0
6730804,SHAFT,106.44,150.36
6730816,SHIELD,61.01,108.47
6730819,COMPRESSOR BELT,12.51,39.65
6730822,DOOR KIT,1103.61,1805.2799999999997
6730823,"KIT,DOOR SPECIAL APPLICATION",1203.39,1847.38
6730825,KINGPIN,84.08,157.91000000000003
6730837,TUBELINE,30.69,85.24
6730867,"MOUNT,ALTERNATOR",13.07,32.46
6730887,PIN,37.66,95.27
6730909,DECAL,10.93,23.759999999999998
6730910,DECAL,10.96,21.950000000000003
6730914,TEE,24.84,49.79
6730995,"BUSHING, WEAR",20.36,64.62
6730996,"HOSE, COOLANT",18.98,60.65
6730997,"BUSHING, WEAR",10.29,32.88
6730999,TUBE ASSY,50.93,73.97
6731049,ADAPTER,17.77,80.93
6731078,SCREEN EXCHANGER,204.85,297.62
6731084,CONNECTOR,4.36,19.24
6731085,ELBOW,3.39,14.870000000000001
6731114,"FRAME, UTILITY BLANK",93.78,176.13
6731119,"PIVOT, WEDGE",8.43,27.4
6731121,PLUG,2.54,4.68
6731138,BUSHING,17.53,52.92
6731139,"PIN, PIVOT",32.29,81.69
6731160,WASHER,2.55,13.62
6731196,CONNECTOR,74.68,131.71
6731209,"TANK, OIL HYD",222.81,386.32000000000005
6731212,SENSOR,29.7,66.34
6731229,"TUBELINE, HYD",40.6,108.50999999999999
6731254,BUSHING,12.65,33.58
6731255,ELBOW,7.52,48.62
6731256,"CABLE, POSITIVE",50.41,115.6
6731286,COMPRESSION SPRING,59.1,110.23000000000002
6731336,DECAL,7.36,20.660000000000004
6731337,LOGO DECAL,7.37,20.240000000000002
6731412,80'' CONSTRUCTION/INDUSTRIAL BUCKET,881.51,1586.59
6731474,DECAL,16.42,31.740000000000002
6731475,DECAL,17.17,31.75
6731478,TAG EXIT,5.72,25.25
6731495,SHIELD,28.45,74.11
6731496,HOSE,96.43,170.06
6731507,DECAL LOGO,5.96,13.030000000000001
6731508,DECAL,5.96,13.030000000000001
6731569,LIFT ARM STOP,40.06,110.42
6731638,"HOSE, TANK HYD FILL",10.15,32.42
6731646,BOLT,1.64,10.040000000000001
6731647,WEAR BUSHING,9.82,31.17
6731684,"KIT, DIAPHRAGM B850",88.06,144.0
6731685,"KIT, DIAPHRAGM B950",50.48,134.72
6731686,"KIT, DIAPHRAGM B850/950",50.51,125.6
6731700,MOUNT SSL,479.04,862.2
6731703,GATE ASSEMBLY,140.6,253.06
6731732,CLAMP,14.52,36.05
6731757,"DECAL, OPERATION",2.43,10.83
6731900,THROTTLE ROD,6.27,19.08
6731937,KIT SPECIAL APPLICATION,522.2,939.88
6731938,CAB ENCLOSURE,818.69,1473.52
6731939,BRACE,10.46,24.99
6731970,BRACKET,16.12,50.39
6731979,BUSHING,62.28,114.74000000000001
6731984,HOSE,16.56,46.57
6732001,TAILGATE  LATCH KIT,30.53,80.49
6732006,"DECAL, WARNING",2.5,12.72
6732007,"DECAL, WARNING",5.63,25.34
6732012,"PIN, PIVOT",30.26,70.28
6732013,"WASHER, THRUST",2.17,11.58
6732032,GASKET,2.6,5.39
6732061,"HARNESS, MFR",1304.94,2037.94
6732083,HOSE,44.24,96.18
6732134,TUBE,40.85,114.39
6732193,ALT BRACKET,8.11,23.54
6732199,GASKET,1.81,9.780000000000001
6732201,TUBELINE,34.83,97.76
6732206,SPACER,17.08,54.16
6732219,"KIT, 3PT SEAT BELT",188.77,284.5
6732234,HORN KIT,158.31,245.76
6732235,"KIT, BACK-UP ALARM",67.55,115.71000000000001
6732271,"BUSHING, PRESS FIT",9.9,31.630000000000003
6732282,MUFFLER,234.86,356.1
6732311,"EDGE, CUTTING WELD-ON 74"" W/HOLES",137.15,337.29
6732322,SPACER,18.3,35.63
6732351,"WINDOW, DOOR CURVED CAB",387.73,697.86
6732375,"TANK, WATER COOLANT",48.02,87.31
6732406,"62"" EDGE",76.18,164.7
6732416,"BELT, FAN",14.37,29.53
6732423,DECAL,1.84,8.95
6732424,DECAL,1.67,8.02
6732443,"CUP, SEAL",3.37,14.89
6732444,DECAL,14.64,34.69
6732446,BUSHING,27.98,69.64
6732450,"MOUNT, CABLE",11.06,27.02
6732451,DOOR SENSOR KIT,147.15,224.55
6732453,V BELT,7.52,21.87
6732457,WASHER,8.53,27.25
6732465,TOOTH,12.74,44.2
6732476,"HOSE, DRAIN ENG OIL",44.58,112.66999999999999
6732483,HOSE,24.27,66.9
6732495,DECAL,2.93,14.86
6732505,DECAL,3.07,15.49
6732533,DECAL,12.16,30.07
6732575,SPACER,4.56,14.73
6732577,"STEP, MFR",41.01,113.04
6732696,"DECAL, WARNING",2.16,10.8
6732715,LATCH,17.22,55.97
6732730,HARNESS,198.69,335.0
6732732,BUSHING,9.87,31.51
6732748,"SKID PLATE, BUCKET 80""",384.11,683.85
6732781,HARNESS,29.78,83.39
6732804,HOSE,19.71,46.39
6732834,HOSE,43.24,78.03
6732835,HOSE,29.94,75.67
6732847,"WHEEL RIM, 16.5X12X8",131.15,232.47000000000003
6732874,AXLE,65.4,123.32000000000001
6732897,"KIT, BLADE OFFSET 3""",119.48,224.57999999999998
6732928,GAS SPRING KIT,63.45,123.53
6732935,HOSE,22.94,62.339999999999996
6733001,CONDENSER,261.62,465.78
6733012,HOSE,56.06,109.85000000000001
6733051,RETAINER RING,2.54,11.41
6733107,PLUG,3.74,15.510000000000002
6733136,"KIT, ATTACHMENT 14-PIN",576.72,1038.01
6733142,"KIT, ATTACHMENT 7-PIN",184.13,327.07000000000005
6733143,SCREW,1.42,6.87
6733144,MOUNT,9.83,29.38
6733154,FOAM OIL PAN,2.89,13.74
6733197,"HOSE, HYD ASSY",54.15,101.69999999999999
6733219,HOSE,24.37,66.77000000000001
6733292,HARNESS ACS,89.25,290.87
67333655,COMPRESSOR,293.36,528.01
6733429,CAP,5.97,14.93
6733529,SEAL,3.41,16.91
6733575,"HINGE, REAR DOOR",8.64,26.080000000000002
6733578,RIM,170.06,254.56
6733584,HARNESS,145.79,243.03
6733616,BUMPER,3.16,16.12
6733629,HOSE,97.43,182.98000000000002
6733630,HOSE,99.62,187.09
6733655,"COMPRESSOR, A/C",327.53,589.55
6733667,LATCH,32.03,58.25
6733701,COVER,48.08,108.18
6733804,"SCREEN, EXCHANGER ASSY",199.3,341.4
6733886,BOLT,1.1,5.69
6733933,HARNESS 14 PIN,170.78,320.73
6733970,MOUNT,12.32,29.330000000000002
6733973,"KIT, JD ELECTRIC",146.82,235.78
6733996,"DECAL, WARNING",2.65,13.14
6734104,"HOUSING, FAN DRIVE ASSY",521.47,815.59
6734105,"HOUSING, FAN DRIVE ASSY",521.47,811.56
6734114,HOSE,24.25,61.28
6734273,HOSE,58.39,104.18
6734287,"BELT, MOWER 72/90""",20.87,69.62
6734328,CASTOR,17.57,110.42
6734330,WASHER,6.42,24.38
6734332,"PULLEY, 116MM SGL",72.47,123.38
6734333,"PULLEY, 116MM DBL",50.26,120.87
6734334,PULLEY,98.87,172.21000000000004
6734335,PIN,4.63,14.399999999999999
6734338,"MOUNT, CASTOR",78.85,217.32
6734339,MOWER BLADE,55.59,155.67
6734373,CABLE ASSEMBLY,60.85,100.56
6734432,SPACER,9.97,31.86
6734437,MOUNT,63.19,115.85
6734440,"DECAL, DANGER",6.41,24.37
6734465,"BOLT, LH THREAD",14.92,36.519999999999996
6734475,GASKET OIL FILL,0.63,6.63
6734503,CLEVIS,7.3,23.32
6734534,SERVICE DECAL,10.75,28.23
6734573,"HOSE, ENG OIL DRAIN",42.99,103.18
6734654,7 PIN REP,85.91,151.45
6734662,"PIN, PIVOT TAPERED",33.39,82.77
6734769,HYD ASSEMBLY HOSE,109.25,236.14
6734998,HOSE,23.54,64.3
6735042,PIN,39.0,82.15
6735062,"HOSE, LOWER",20.84,57.44
6735070,HOOD COVER,144.76,228.39
6735114,TUBE,56.47,106.72
6735140,"DECAL, THROTTLE",2.23,10.63
6735164,"TANK, FUEL",282.23,507.97
6735245,HVAC DUCT RIGHT,32.31,83.51
6735246,HVAC DUCT LEFT,32.31,83.31
6735249,"HOSE, FUEL",1.91,10.51
6735346,ENGINE MOUNT,63.9,141.71
6735370,GRADING BUCKET MX 52,895.04,1610.94
6735437,"36"" BUCKET",761.52,1370.63
6735468,POWER BOBTACH KIT,1149.98,1669.89
6735475,HOSE,34.57,95.3
6735511,ADAPTER,19.08,58.29
6735614,"TANK, FUEL",315.31,523.37
6735615,"TANK, FUEL",335.74,582.19
6735669,BOOM STEP,48.76,90.94999999999999
6735680,FOOT PEDAL,23.08,67.91
6735696,GROMMET,1.56,4.49
6735709,LINK,117.86,209.84
6735773,HEATER KIT,1339.3,1747.66
6735854,TUBE,50.92,101.08
6735862,DECAL,3.81,17.31
6735884,"IDLER, BELT DRIVE ASSY",186.29,327.12
6735900,"DECAL, LOGO BOBCAT AND HEAD",11.0,32.1
6735901,"DECAL, LOGO BOBCAT HEAD",11.59,34.72
6735919,REAR AUXILIARY,1382.72,1922.63
6736028,"HARNESS, CONTROLS JOYSTICK",156.22,259.14
6736191,X CHANGE,66.33,144.61
6736195,ROD,15.83,49.2
6736200,HOSE,57.74,108.44
6736201,HOSE,57.24,133.29000000000002
6736306,SPROCKET,284.33,469.7099999999999
6736350,HOSE,69.71,157.04
6736377,OIL COOLER,287.08,439.34
6736379,TANK,45.94,121.52000000000001
6736483,DECAL,12.43,32.269999999999996
6736515,HARNESS,37.75,77.29
6736566,HOSE,99.31,180.94
6736647,HOSE,35.26,96.31
6736649,HOSE,63.59,112.15
6736655,SECONDARY AUXILIARY HYDRAULICS CURRENT,229.14,433.21
6736659,"TANK, FUEL",292.39,472.11
6736660,"TANK, FUEL",297.82,491.24
6736664,HOSE,60.8,127.32
6736685,TUBE,26.71,73.63000000000001
6736693,"HOSE, HYD ASSY",23.63,65.13
6736732,LIFT ARM STOP,66.82,148.88
6736758,"CHAIN, ROLLER 100 HSOC",155.44,256.86
6736768,COVER,114.7,162.66
6736769,ACCESS COVER,121.17,188.63
6736773,"TUBE, HYD",37.72,103.97
6736775,"BELT, DRIVE",21.26,59.53
6736791,KIT FT AUX RH,251.07,419.74
6736810,BRACKET,14.21,41.480000000000004
6736814,"HOSE, HYD ASSY",29.55,81.45
6736964,"HARNESS, MT52",52.66,98.9
6737048,DECAL - MT52,10.34,38.77
6737049,MT 52 DECAL,10.34,38.77
6737088,"COVER, ACCESS FRONT",14.32,33.96
6737172,TUBE,71.93,110.38
6737173,TUBE,27.06,65.71
6737191,"WEDGE, BOB-TACH",38.71,75.59
6737322,"KIT, TOOTH BUCKET",21.05,45.09
6737324,"SHANK, TOOTH BUCKET",14.33,41.89
6737325,"TOOTH, BUCKET",6.47,11.9
6737326,"PIN, FLEX BUCKET TOOTH",2.97,7.34
6737341,HOSE,56.84,120.84
6737368,BRACKET,20.67,35.56
6737391,LIGHT KIT MT52,217.88,319.86
6737453,ELBOW,17.46,41.62
6737490,"KIT, DAMPER STEERING",108.82,184.51
6737500,,75.08,176.82999999999998
6737504,HOSE,60.22,113.09
6737507,HOSE,56.07,134.08
6737524,"HANDLE, CONTROL",4.54,19.94
6737543,COVER,66.91,135.17
6737672,HOSE,42.46,121.79
6737698,"X-CHANGE, ADAPTER MOUNTING FRAME",430.61,755.43
6737704,HEADLINER,41.82,116.84
675227,BEARING,9.75,28.36
6800262,CLAMP,9.48,24.67
6800468,PISTON,78.17,158.66
6800469,HEAD,108.09,203.0
6800684,PISTON,87.42,157.96
6800686,"HEAD, CYL TILT",98.3,168.32999999999998
6800974,TUBELINE,37.15,51.74
6800992,BALL JOINT,1743.56,2170.46
6801059,WASHER,1.3,6.880000000000001
6801167,SPOOLPLUG,1.52,7.78
6801199,HOUSING,782.65,1306.27
6801377,HOSE,50.67,102.01
6801413,HOSE,38.75,82.01
6801415,HOSE,35.52,93.51
6801502,RIGHT HAND LATCH,56.43,136.65
6801503,LEFT HAND LATCH,56.43,130.96
6802217,"BUSHING, PRESS FIT",12.61,40.69
6802371,BUSHING,33.23,90.11999999999999
6802372,BUSHING,58.72,143.39
6802536,TEE,25.86,95.74
6802539,SPACER,1.46,7.720000000000001
6802703,BUSHING,28.85,77.54
6802704,DECAL,21.43,63.41
6802705,DECAL,14.83,41.239999999999995
6802706,DECAL,14.83,41.239999999999995
6802731,GASKET,5.78,16.18
6802752,BUSHING,16.39,45.17
6802889,"BUSHING, PRESS FIT",11.0,31.990000000000002
6802893,"CATCH, X-CHANGE",110.3,193.7
6802897,"LATCH, X-CHANGE KIT",475.51,798.17
6802955,PLATE,3.97,15.9
6802984,WASHER,27.04,53.84
6802997,VALVE,1742.8,2347.4399999999996
6803038,"CYLINDER, BUCKET",416.45,923.56
6803092,BONNET,9.2,23.08
6803096,GLASS,75.87,138.20999999999998
6803199,HANDLE,7.65,24.43
6803202,SCREW,0.76,7.46
6803213,"BUSHING, PRESS FIT",16.47,42.91
6803281,SEAL KIT,42.05,73.66
6803309,BUSHING PRESS FIT,18.08,44.22
6803329,SEAL KIT,11.71,36.800000000000004
6803333,SEAL KIT,43.47,73.9
6803438,BUSHING PRESS FIT,22.45,61.97
6803472,SEAL KIT,9.41,29.43
6803473,SEAL KIT,10.67,33.349999999999994
6803870,PISTON,68.38,134.73
6803932,WARNING DECAL,1.69,8.58
6803982,BUSHING,12.34,38.73
6804068,"ASSY, HANDLE",10.01,31.990000000000002
6804114,DECAL,1.08,10.08
6804280,HOSE,35.27,56.730000000000004
6804386,"SPRING, TORSION",5.36,21.150000000000002
6804391,ROD,294.95,505.71
6804427,LIFT CYLINDER HEAD,101.46,173.74
6804485,PLATE,34.15,80.08
6804522,SPACER,6.73,81.74
6804603,SEAL KIT,55.06,102.53
6804605,SEAL KIT,8.06,63.44
6804619,SEAL KIT,7.82,79.89
6804630,"CYLINDER, TILT",663.81,1088.21
6804631,"SHAFT, ROD CYL TILT",229.38,388.39
6804632,PISTON,77.18,130.78000000000003
6804674,"CYLINDER, TILT",775.58,1268.9
6804678,"SHAFT, ROD CYL TILT",291.39,493.18999999999994
6804692,"CYLINDER, TILT",879.38,1378.4499999999998
6804704,ROD,303.52,431.48
6804778,SPRING,4.21,10.209999999999999
6804936,BLADE EXTENSION,118.6,198.99
6804942,BLADE EXTENSION,128.6,208.99
6804969,SPRING,5.52,27.2
6805150,"BUSHING, PRESS FIT",13.39,32.55
6805177,HOSE,44.77,107.49000000000001
6805213,WASHER,8.34,24.04
6805243,ELBOW,5.07,21.28
6805244,WASHER,8.88,27.89
6805296,SPACER,33.95,85.30000000000001
6805348,PIN,10.79,31.979999999999997
6805367,"EDGE, CUTTING BOLT-ON 60""",115.05,218.61
6805368,"EDGE, CUTTING BOLT-ON 72""",138.06,199.2
6805374,"LINK, BUCKET MACHINED ASSY",466.31,812.95
6805433,CUTTING EDGE,18.52,79.75
6805434,CUTTING EDGE,23.09,101.26
6805436,"EDGE, WELD-ON  24""",30.93,122.6
6805438,CUTTING EDGE,48.04,120.44
6805445,PIN,12.57,32.41
6805450,STEP,15.01,119.0
6805453,"BUSHING, PRESS FIT",8.02,16.04
6805464,"EDGE, CUTTING BOLT-ON 4""",11.33,37.18
6805471,"GLASS, LOWER",56.67,143.23
6805533,PULLEY,180.38,309.31
6805550,WASHER,2.77,13.57
6805579,BUSHING,42.25,115.34
6805696,TEE,27.7,73.42999999999999
6805734,"KIT,SWITCH 2 SPD",70.2,119.41
6805768,VALVE,248.44,340.41999999999996
6805903,WINDOW CAB CURVED,110.43,168.33
6806007,SPRING,1.7,8.2
6806018,SPRING,4.58,18.200000000000003
6806124,HEAD,97.65,114.87
6806131,WINDOW,147.24,196.37
6806163,DECAL,10.67,22.6
6806175,DECAL RH,21.53,61.11
6806176,DECAL LH,21.58,61.16
6806180,"VALVE,CONTROL",1669.4,2392.0299999999997
6806190,"HOSE, HYD ASSY W/ GUARD",91.46,169.54
6806315,PISTON,64.04,129.64000000000001
6806330,"KIT, SEAL",43.85,79.32
6806403,"ASSY, HOSE",37.96,80.71000000000001
6806587,"LATCH, XCHANGE KIT",435.22,629.1
6806894,PIN,42.28,75.15
6806953,"PIN, PIVOT X-CHANGE",39.3,92.77
6806971,"PIN, PIVOT X-CHANGE",54.45,127.81
6806974,ADAPTER,54.04,97.86
6806975,ADAPTER,58.77,96.0
6806979,CRUMBER,93.85,172.48000000000002
6806981,ROLLER,4.62,19.43
6806983,BUSHING,5.98,25.34
6807053,PIN,62.62,149.9
6807074,"LEVER, RELEASE",45.48,110.19999999999999
6807268,TUBE,22.82,45.3
6807346,TEE,21.73,60.739999999999995
6807357,"EDGE, CUTTING WELD-ON 18""",36.47,125.8
6807389,"EDGE, CUTTING WELD-ON 30""",59.63,186.02
6807434,TENSIONER,44.59,102.45
6807535,"EDGE, CUTTING WELD-ON BEVELED",25.35,84.93
6807932,TUBE,43.46,95.45
6807956,BUSHING,51.81,94.05000000000001
6807969,SPRING,155.91,174.73999999999998
6807982,ARMREST,2.83,15.25
6807983,COVER,9.69,30.07
6807985,COVER,64.18,111.08000000000001
6807987,INSULATION,3.03,8.48
6807992,SHIM,1.35,13.91
6808046,SERVICE VALVE,1612.76,2371.7799999999997
6808174,WASHER,5.29,22.55
6808175,RETAINER,2.26,8.52
6808205,PIN,51.4,135.34
6808209,DECAL OPERATION,1.53,8.33
6808246,BUSHING,25.86,58.35
6808278,HOSE,32.23,73.28999999999999
6808377,HOSE,56.97,107.0
6808506,WASHER,11.69,29.71
6808521,PALLET FORK FRAME,345.01300000000003,620.9737200000001
6808526,"HOSE, HYD",67.71,127.16999999999999
6808527,BELT,11.7,29.990000000000002
6808617,BUCKET CYLINDER,443.72,791.57
6808629,BELT,12.15,38.81
6808802,HINGE,11.8,29.330000000000002
6808882,URETHANE ADHESIVE,17.59,57.17
6808988,BRACKET,116.46,177.61
6808997,BUSHING,28.98,49.45
6809030,SCREW,1.09,10.690000000000001
6809203,TUBE,35.16,65.38
6809228,BOBCAT HEAD LOGO DECAL,3.47,9.370000000000001
6809229,"DECAL, LOGO",1.49,7.39
6809231,DECAL,2.06,9.13
6809323,"KIT, SPACER TRENCHER",602.42,975.72
6809364,BELT,9.28,25.21
6809387,SPACER KIT,1742.66,2531.91
6809425,SEAL KIT,18.07,32.58
6809433,PULLEY,65.38,185.9
6809434,BUSHING,15.09,26.39
6809437,"KIT, TOOTH HD",1062.72,1792.2800000000002
6809469,KEYLESS KIT,673.12,1211.62
6809593,SPACER,10.87,33.05
6809627,DECAL,19.65,69.78
6809630,"DECAL,LOGO",9.79,18.319999999999997
6809726,ROLLER,3.31,14.62
6809727,CHANNEL,31.67,86.75999999999999
6809733,"KIT, AUGER HEX",10.28,30.19
6809734,BUSHING,6.08,12.09
6809735,PIN,5.89,20.31
6809774,"HOSE, HYD ASSY",43.35,121.39
6809789,BELT,14.35,32.44
6809790,BELT,15.3,35.28
6809791,BELT,14.38,33.44
6809831,"DECAL, BOBCAT LOGO AND HEAD",11.29,32.93
6809845,BOLT,2.09,8.12
6809851,"WASHER, HARDENED",14.47,45.400000000000006
6809903,"SHAFT, ROD CYL TILT",219.61,367.99
6809906,BEARING,18.06,49.54
6809946,"HOSE, HYD ASSY",47.31,87.96000000000001
6810132,SPRING,2.34,12.76
6810141,SPRING,1.93,10.45
6810184,HOSE,29.63,76.42
6810213,TUBELINE,31.73,76.22
6810233,CYLINDER,444.4,704.8799999999999
6810235,"SHAFT, ROD CYL TILT",239.16,404.95
6810241,BRACKET,25.88,68.88
6810251,"CYLINDER, ARM",724.17,1526.03
6810261,PAD,0.07,1.54
6810262,MOTION ALARM KIT,148.58,287.87
6810303,SPACER,4.1,17.54
6810434,"ROD, CYLINDER",232.2,405.76
6810446,ROD,277.21,433.40999999999997
6810448,HARNESS,157.11,458.01
6810466,HOSE,46.73,130.86
6810508,PEDAL,27.32,72.17
6810511,PEDAL,17.85,50.970000000000006
6810525,"BUSHING, PRESS FIT",22.19,64.15
6810539,NUT,6.8,19.02
6810540,NUT,3.67,12.94
6810562,CASE,265.6,458.57000000000005
6810578,LOUVER,41.01,81.39
6810590,"TUBELINE, HYD",57.49,105.56
6810591,"TUBE, HYD",64.31,119.18
6810611,CYLINDER,349.83,654.84
6810612,"SHAFT, ROD CYL POWER BOB-TACH",191.61,324.43
6810719,SEAL KIT,55.59,95.63000000000001
6810761,HARNESS CONSOLE RH,408.39,712.93
6810800,"NUT, BLADE",9.99,20.75
6810805,COVER,86.81,161.83999999999997
6810813,"SEAL, OIL",8.29,17.5
6811226,CONSOLE KIT,102.59,158.32
6811260,O-RING,1.92,6.03
6811301,BOB-TACH,959.78,1583.72
6811444,SWING STOP KIT,14.73,29.240000000000002
6811474,PIN,17.55,52.04
6811499,QUICK TACH REAR STABILIZER KIT,1540.6,0.0
